"Type","Title","Director","Cast","Country","Date_added","Release_year","Rating","Duration","Listed_in","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney","Rating_category","Age_years","Cross_platform_score","Overall_score"
"TV Show","Sofia the First","","Ariel Winter, Darcy Rose Byrnes, Sara Ramirez, Tim Gunn, Coco Grayson, Travis Willingham, Wayne Brady, Jess Harnell, Meghan Strange, Zach Callison","United States","October 8, 2018",2017,"TV-Y","4 Seasons","Kids' TV","all","6.9/10","57/100",1,0,0,0,"Low",7,0.25,0.63
"TV Show","Dancing Queen","","Justin ""Alyssa Edwards"" Johnson","","October 5, 2018",2018,"TV-14","1 Season","Reality TV","7+","7.0/10","49/100",1,0,0,0,"Medium",6,0.25,0.595
"TV Show","Empire Games","","Jim O'Brien","Czech Republic, United States","October 5, 2018",2018,"TV-14","1 Season","Docuseries","7+","5.7/10","38/100",1,0,0,0,"Medium",6,0.25,0.475
"TV Show","YG Future Strategy Office","","Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk","South Korea","October 5, 2018",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Comedies","18+","7.0/10","35/100",1,0,0,0,"High",6,0.25,0.525
"TV Show","Monty Python's Fliegender Zirkus","","Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth","United Kingdom, West Germany","October 2, 2018",1972,"TV-MA","1 Season","International TV Shows, TV Comedies","","8.2/10","48/100",1,0,0,0,"High",52,0.25,0.65
"TV Show","Monty Python's Flying Circus","","John Cleese, Graham Chapman, Terry Jones, Eric Idle, Michael Palin, Terry Gilliam","United Kingdom","October 2, 2018",1974,"TV-14","4 Seasons","British TV Shows, Classic & Cult TV, International TV Shows","16+","8.8/10","81/100",1,0,0,0,"Medium",50,0.25,0.845
"TV Show","Monty Python's Personal Best","","John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle","United States, United Kingdom","October 2, 2018",2005,"TV-MA","1 Season","British TV Shows, TV Comedies","16+","7.9/10","46/100",1,0,0,0,"High",19,0.25,0.625
"TV Show","Hot Date","","Emily Axford, Brian Murphy","United States","October 1, 2018",2018,"TV-MA","1 Season","Romantic TV Shows, TV Comedies","16+","7.1/10","48/100",1,0,1,0,"High",6,0.5,0.595
"TV Show","Strong","","Gabrielle Reece","United States","October 1, 2018",2016,"TV-14","1 Season","Reality TV","7+","7.5/10","39/100",1,0,0,0,"Medium",8,0.25,0.57
"TV Show","Made in Mexico","","","United States","September 28, 2018",2018,"TV-MA","1 Season","International TV Shows, Reality TV, Spanish-Language TV Shows","","4.1/10","32/100",1,0,0,0,"High",6,0.25,0.365
"TV Show","Skylanders Academy","","Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","South Korea, United States","September 28, 2018",2018,"TV-Y7","3 Seasons","Kids' TV, TV Comedies","7+","6.6/10","45/100",1,0,0,0,"Low",6,0.25,0.555
"TV Show","Battlefish","","","","September 21, 2018",2018,"TV-MA","1 Season","Reality TV, Science & Nature TV, TV Action & Adventure","","7.1/10","43/100",1,0,0,0,"High",6,0.25,0.57
"TV Show","Maniac","","Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke","United States","September 21, 2018",2018,"TV-MA","1 Season","TV Comedies, TV Dramas, TV Mysteries","18+","7.8/10","78/100",1,0,0,0,"High",6,0.25,0.78
"TV Show","The Good Cop","","Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.","United States","September 21, 2018",2018,"TV-14","1 Season","Crime TV Shows, TV Comedies, TV Dramas","16+","7.1/10","58/100",1,0,0,0,"Medium",6,0.25,0.645
"TV Show","Transformers: Rescue Bots","","Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White","Canada, United States","September 19, 2018",2016,"TV-Y7","1 Season","Kids' TV","7+","6.5/10","50/100",1,0,1,0,"Low",8,0.5,0.575
"TV Show","Al Hayba","","Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef","Lebanon","September 15, 2018",2017,"TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","7+","7.4/10","55/100",1,0,0,0,"Medium",7,0.25,0.645
"TV Show","American Vandal","","Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg","United States","September 14, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, TV Comedies, Teen TV Shows","16+","8.2/10","78/100",1,0,0,0,"High",6,0.25,0.8
"TV Show","Boca Juniors Confidential","","","","September 14, 2018",2018,"TV-PG","1 Season","Docuseries, International TV Shows, Spanish-Language TV Shows","all","6.4/10","38/100",1,0,0,0,"Low",6,0.25,0.51
"TV Show","Norm Macdonald Has a Show","","","United States","September 14, 2018",2018,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","","8.7/10","61/100",1,0,0,0,"High",6,0.25,0.74
"TV Show","The Rise of Phoenixes","","Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong","China","September 14, 2018",2018,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Action & Adventure","7+","8.6/10","56/100",1,0,0,0,"Medium",6,0.25,0.71
"TV Show","Life","","Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin","South Korea","September 12, 2018",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","","7.6/10","46/100",1,0,0,0,"High",6,0.25,0.61
"TV Show","Daniel Sloss: Live Shows","","Daniel Sloss","United States","September 11, 2018",2018,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","18+","8.6/10","55/100",1,0,0,0,"High",6,0.25,0.705
"TV Show","Show Me the Money","","Afdlin Shauki, Patrick Teoh, Mano Maniam, Rashid Salleh, Soefira Jaafar, Nell Ng, Juliana Ibrahim, Wandy She","","September 9, 2018",2004,"TV-14","2 Seasons","International TV Shows, TV Comedies","","","16/100",1,0,0,0,"Medium",20,0.25,NA
"TV Show","First and Last","","","","September 7, 2018",2018,"TV-MA","1 Season","Docuseries","18+","6.7/10","44/100",1,0,0,0,"High",6,0.25,0.555
"TV Show","Marvel's Iron Fist","","Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey","United States","September 7, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas","18+","6.5/10","73/100",1,0,0,0,"High",6,0.25,0.69
"TV Show","Stretch Armstrong & the Flex Fighters","","Scott Menville, Steven Yeun, Ogie Banks, Wil Wheaton, Keith David, Miguel Ferrer, David Kaye, Kate Mulgrew, Nazneen Contractor, Felicia Day","United States","September 7, 2018",2018,"TV-Y7","2 Seasons","Kids' TV","7+","6.5/10","42/100",1,0,0,0,"Low",6,0.25,0.535
"TV Show","Monkey Twins","","Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang","Thailand","September 2, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Action & Adventure","","7.9/10","35/100",1,0,0,0,"High",6,0.25,0.57
"TV Show","Quantico","","Priyanka Chopra, Josh Hopkins, Jake McLaughlin, Aunjanue Ellis, Yasmine Al Massri, Johanna Braddy, Tate Ellington, Graham Rogers, Anabelle Acosta, Russell Tovey, Blair Underwood, Pearl Thusi","United States","September 2, 2018",2018,"TV-14","3 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","16+","6.7/10","73/100",1,0,0,0,"Medium",6,0.25,0.7
"TV Show","Age of Rebellion","Peter Ho","Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu","Taiwan","September 1, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","","8.6/10","41/100",1,0,0,0,"High",6,0.25,0.635
"TV Show","Sisters","","Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski","Australia","September 1, 2018",2018,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","","7.5/10","52/100",1,0,0,0,"High",6,0.25,0.635
"TV Show","Cathedral of the Sea","","Daniel Grao, Ginés García Millán, Óscar Hernández, Alain Hernández, Nora Navas, Lucía Díez, Jorge Kent, Ali El Aziz, Julia Carnero, David Venancio Muro, Jonás Beramí, Hugo Arbues, Natalia de Molina","Spain","August 31, 2018",2017,"TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","16+","7.5/10","56/100",1,0,0,0,"High",7,0.25,0.655
"TV Show","Inside the Criminal Mind","","","United States, Czech Republic","August 31, 2018",2018,"TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","18+","5.5/10","45/100",1,1,0,0,"High",6,0.5,0.5
"TV Show","The Comedy Lineup","","Michelle Buteau, Ian Karmel, Taylor Tomlinson, Sam Jay, Phil Wang, Sabrina Jalees, Jak Knight, Tim Dillon","United States","August 31, 2018",2018,"TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","18+","5.9/10","40/100",1,0,0,0,"High",6,0.25,0.495
"TV Show","Ultimate Beastmaster","","Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Luis Ernesto Franco, Inés Sainz, Rafinha Bastos, Anderson Silva, Sylvester Stallone","United States, Brazil, South Korea, Mexico, Japan, Germany","August 31, 2018",2018,"TV-PG","3 Seasons","Reality TV","all","7.3/10","53/100",1,0,0,0,"Low",6,0.25,0.63
"TV Show","GHOUL","Patrick Graham","Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee, Mahesh Balraj","India","August 24, 2018",2018,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Horror","18+","7.1/10","69/100",1,0,0,0,"High",6,0.25,0.7
"TV Show","Take My Brother Away","Han Qing","Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan","China","August 24, 2018",2018,"TV-14","1 Season","International TV Shows, TV Comedies, TV Dramas","all","7.1/10","43/100",1,0,0,0,"Medium",6,0.25,0.57
"TV Show","The Innocents","","Sorcha Groundsell, Percelle Ascott, Guy Pearce, Sam Hazeldine, Nadine Marshall, Jóhannes Haukur Jóhannesson, Laura Birn, Ingunn Beate Øyen, Arthur Hughes, Trond Fausa, Lise Risom Olsen, Philip Wright","United Kingdom","August 24, 2018",2018,"TV-MA","1 Season","British TV Shows, International TV Shows, Romantic TV Shows","","6.3/10","63/100",1,0,0,0,"High",6,0.25,0.63
"Movie","Mom","Ravi Udyawar","Sridevi, Akshaye Khanna, Sajal Ali, Nawazuddin Siddiqui, Adnan Siddiqui, Pitobash, Abhimanyu Singh, Vikas Verma","India","August 21, 2018",2017,"TV-14","139 min","Dramas, International Movies, Thrillers","16+","7.2/10","71/100",1,1,0,0,"Medium",7,0.5,0.715
"TV Show","Stay Here","","Genevieve Gorder, Peter Lorimer","United States","August 17, 2018",2018,"TV-PG","1 Season","Reality TV","7+","7.5/10","50/100",1,0,0,0,"Low",6,0.25,0.625
"TV Show","72 Dangerous Animals: Asia","","Bob Brisbane","Australia","August 10, 2018",2018,"TV-14","1 Season","Docuseries, International TV Shows, Science & Nature TV","16+","6.6/10","45/100",1,0,0,0,"Medium",6,0.25,0.555
"TV Show","Afflicted","","","United States","August 10, 2018",2018,"TV-MA","1 Season","Docuseries, Reality TV, Science & Nature TV","18+","5.0/10","46/100",1,0,1,0,"High",6,0.5,0.48
"TV Show","All About the Washingtons","","Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston","United States","August 10, 2018",2018,"TV-PG","1 Season","TV Comedies","all","4.5/10","45/100",1,0,0,0,"Low",6,0.25,0.45
"TV Show","The Originals","","Joseph Morgan, Daniel Gillies, Phoebe Tonkin, Charles Michael Davis, Leah Pipes, Danielle Campbell, Claire Holt, Steven Krueger","United States","August 9, 2018",2018,"TV-14","5 Seasons","TV Dramas, TV Horror, TV Mysteries","16+","8.2/10","80/100",1,0,0,0,"Medium",6,0.25,0.81
"TV Show","On Children","","Chuan-Chen Yeh, Chung Hsin-ling, Frances Wu, Chiung-Hsuan Hsieh, Su-Yun Ko, Ivy Yin, Gingle Wang, Hsiu-Fu Liu, Tzu-Chuan Liu, Yu-Xuan Wang","Taiwan","August 5, 2018",2018,"TV-14","1 Season","International TV Shows, TV Dramas, TV Mysteries","","7.5/10","43/100",1,0,0,0,"Medium",6,0.25,0.59
"TV Show","Cocaine Coast","","Javier Rey, Tristán Ulloa, Antonio Durán 'Morris', Carlos Blanco, Manuel Lourenzo, Jana Pérez, Xosé Antonio Touriñán, Isabel Naveira, Eva Fernández, Juan Pablo Shuk","Spain","August 3, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","18+","7.9/10","61/100",1,0,0,0,"High",6,0.25,0.7
"TV Show","Becoming Champions","","","Mexico","August 1, 2018",2018,"TV-G","1 Season","Docuseries, International TV Shows","all","6.7/10","40/100",1,0,0,0,"Low",6,0.25,0.535
"TV Show","Switched","","Daiki Shigeoka, Tomohiro Kamiyama, Kaya Kiyohara, Miu Tomita, Reika Kirishima, Shinji Rokkaku, Miu Suzuki, Riko Hisada, Megumi Seki, Shoko Nakajima","Japan","August 1, 2018",2018,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","16+","7.1/10","53/100",1,0,0,0,"High",6,0.25,0.62
"TV Show","The Could’ve-Gone-All-the-Way Committee","","Jiro Sato, Mai Shiraishi, Takayuki Yamada, Shotaro Mamiya, Tamotsu Kanshuji, Yuka Ogura, Kenta Hamano, Yuka Kuramochi, Yuki Morinaga, Rena Takeda, Munenori Nagano, Shiori Enatsu, Toru Tezuka, Yosuke Sugino, Maika Yamamoto, Akiyoshi Nakao, Aoi Morikawa, Masato Yano, Mari Yamachi, Megumi, Mayuko Fukuda, Yuta Koseki","Japan","August 1, 2018",2018,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","","6.8/10","35/100",1,0,0,0,"Medium",6,0.25,0.515
"TV Show","A Very Secret Service","","Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine, Karim Barras, Bruno Paviot, Jean-Édouard Bodziak, Mathilde Warnier, Joséphine de La Baume, Marie-Julie Baup, Antoine Gouy, Julie Farenc","France","July 30, 2018",2018,"TV-MA","2 Seasons","International TV Shows, TV Comedies","18+","7.8/10","57/100",1,0,0,0,"High",6,0.25,0.675
"TV Show","El Chapo","","Marco de la O, Humberto Busto, Alejandro Aguilar, Rodrigo Abed, Luis Fernando Peña, Juan Carlos Olivas, Rolf Petersen, Carlos Hernan Romo, Héctor Holten, Diego Vásquez, Teté Espinoza, Luis Rábago, Dolores Heredia, Cristina Michaus, Valentina Acosta, Juliette Pardau, Abril Schreiber","Mexico, United States","July 27, 2018",2018,"TV-MA","3 Seasons","Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure","18+","7.8/10","66/100",1,0,0,0,"High",6,0.25,0.72
"TV Show","Smoking","","Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama, Kaito Yoshimura","Japan","July 27, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Action & Adventure","18+","7.5/10","45/100",1,0,0,0,"High",6,0.25,0.6
"TV Show","Welcome to the Family","","Melani Olivares, Ivan Massagué, Yolanda Ramos, Nao Albet, Georgina Amorós, Leïti Sène, Nonna Cardoner","Spain","July 27, 2018",2018,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","16+","6.7/10","41/100",1,0,0,0,"High",6,0.25,0.54
"TV Show","Amazing Interiors","","","United Kingdom","July 20, 2018",2018,"TV-PG","1 Season","British TV Shows, International TV Shows, Reality TV","all","6.7/10","45/100",1,0,0,0,"Low",6,0.25,0.56
"TV Show","Dark Tourist","","","New Zealand","July 20, 2018",2018,"TV-MA","1 Season","Docuseries, International TV Shows","18+","7.5/10","65/100",1,0,0,0,"High",6,0.25,0.7
"TV Show","Home: Adventures with Tip & Oh","","Rachel Crow, Mark Whitten, Ana Ortiz, Ron Funches, Matt Jones, Nolan North","United States","July 20, 2018",2018,"TV-Y7","4 Seasons","Kids' TV, TV Comedies","7+","6.0/10","43/100",1,0,0,0,"Low",6,0.25,0.515
"TV Show","Jimmy: The True Story of a True Idiot","","Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue, Shinji Rokkaku, Ikuji Nakamura, Yasuhi Nakamura, Mari Hamada","Japan","July 20, 2018",2018,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","all","6.8/10","31/100",1,0,0,0,"High",6,0.25,0.495
"TV Show","Camarón Revolution","","Camarón de la Isla, Juan Diego","","July 18, 2018",2018,"TV-14","1 Season","Docuseries, International TV Shows, Spanish-Language TV Shows","","","37/100",1,0,0,0,"Medium",6,0.25,NA
"TV Show","The Joel McHale Show with Joel McHale","","Joel McHale","United States","July 15, 2018",2018,"TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","18+","7.2/10","57/100",1,0,0,0,"High",6,0.25,0.645
"TV Show","Meteor Garden","","Shen Yue, Dylan Wang, Darren Chen, Connor Liang, Caesar Wu","China","July 14, 2018",2018,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","16+","8.1/10","63/100",1,0,0,0,"Medium",6,0.25,0.72
"TV Show","Mossad 101","","Yehuda Levi, Yehoram Gaon, Shai Avivi, Liron Vaisman, Aki Avni, Itay Tiran, Hana Laszlo","Israel","July 11, 2018",2017,"TV-MA","2 Seasons","International TV Shows, TV Action & Adventure, TV Dramas","","6.9/10","52/100",1,0,0,0,"High",7,0.25,0.605
"TV Show","Baby Ballroom","","Warren Bullock, Jane Bullock","United Kingdom","July 10, 2018",2018,"TV-MA","2 Seasons","British TV Shows, International TV Shows, Reality TV","","7.8/10","39/100",1,0,0,0,"High",6,0.25,0.585
"TV Show","Drug Lords","","","United States","July 10, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, Docuseries","18+","6.8/10","50/100",1,0,0,0,"High",6,0.25,0.59
"TV Show","Mr. Sunshine","Lee Eung-bok","Lee Byung-hun, Kim Tae-ri, Yoo Yeon-seok, Kim Min-jung, Byun Yo-han","South Korea","July 8, 2018",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","18+","8.8/10","67/100",1,0,0,0,"High",6,0.25,0.775
"TV Show","First Team: Juventus","","","United States","July 6, 2018",2018,"TV-PG","2 Seasons","Docuseries, International TV Shows","","7.3/10","48/100",1,0,0,0,"Low",6,0.25,0.605
"TV Show","NCIS","","Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings","United States","July 1, 2018",2017,"TV-14","15 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","16+","7.7/10","81/100",1,0,0,0,"Medium",7,0.25,0.79
"Movie","Zoo","Shlok Sharma","Shashank Arora, Shweta Tripathi, Rahul Kumar, Gopal K. Singh, Yogesh Kurme, Prince Daniel","India","July 1, 2018",2018,"TV-MA","94 min","Dramas, Independent Movies, International Movies","16+","6.7/10","72/100",1,0,0,0,"High",6,0.25,0.695
"TV Show","Somewhere Between","","Paula Patton, Devon Sawa, JR Bourne, Aria Birch, Catherine Barroll, Samantha Ferris, Imogen Tear, Daniel Bacon, Carmel Amit, Noel Johansen, Rebecca Staab","United States","June 30, 2018",2017,"TV-14","1 Season","Crime TV Shows, TV Dramas, TV Mysteries","16+","6.3/10","55/100",1,0,0,0,"Medium",7,0.25,0.59
"TV Show","Kiss Me First","","Tallulah Haddon, Simona Brown, Matthew Beard, Matthew Aubrey","United Kingdom, United States","June 29, 2018",2018,"TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","18+","6.3/10","57/100",1,0,0,0,"High",6,0.25,0.6
"TV Show","Hotel Transylvania","","Bryn McAuley, Evany Rosen, Gage Munroe, Joseph Motiki, Dan Chameroy, David Berni, John McGrath","United States, Canada","June 26, 2018",2017,"TV-Y7","1 Season","Kids' TV, TV Comedies","7+","5.5/10","43/100",1,0,0,0,"Low",7,0.25,0.49
"TV Show","Life Sentence","","Lucy Hale","United States","June 23, 2018",2018,"TV-14","1 Season","TV Dramas","16+","6.6/10","59/100",1,0,0,0,"Medium",6,0.25,0.625
"TV Show","Marvel's Luke Cage","","Mike Colter, Alfre Woodard, Rosario Dawson, Simone Missick, Mahershala Ali, Erik LaRay Harvey, Theo Rossi, Frank Whaley, Frankie Faison, Sonia Braga, Ron Cephas Jones","United States","June 22, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas","18+","7.3/10","79/100",1,0,0,0,"High",6,0.25,0.76
